source	t0	t1	t2	t3	t4	t5
A1BG	0.487003271753166	0.148230964755193	0.209102896493717	0.298531152696697	0.274821507598833	0.22853516654723
NAT1	0.01732873430028	0.054030875219573	0.096865787596916	0.119169331505639	0.107532320654645	0.108707235465223
AAMP	0.321300594553828	0.923137484160082	0.854388646792923	0.538648624734102	0.482036179434486	0.503994887485263
AANAT	0.001341804078273	0.001240243468268	0.001895560762331	0.008238513394541	0.006689823551629	0.003103681636271
AARS	0.086165984580485	0.28907594292926	0.441420655983939	0.640585049875801	0.361071254929019	0.353778426668871
ABAT	0.016997913561991	0.009574380339195	0.012616614148488	0.017090032614663	0.013614337684435	0.014254822395807
ABCA3	0.051347969238047	0.004317031733441	0.033752155261402	0.038452727310831	0.044866166422942	0.04667327224378
ABCB7	0.364902877903102	0.322904331908151	0.370327931763947	0.847301193849751	1.11729748367182	0.981157429666211
ABCF1	0.575859763724178	2.47981131351398	1.72908519220153	0.889318915926776	0.86505870076803	0.877127730827772
ABL1	0.065119371241123	0.013351712192786	0.040160332975887	0.042175703939368	0.032746640475706	0.024920717538572
ABL2	0.022759490723107	0.020052158456765	0.010332612753677	0.009514542703226	0.005725431895024	0.004411230781247
ABR	0.109084656014086	0.020119183649246	0.124669229997815	0.030621870376225	0.087668077740923	0.092814858532345
ACAA1	1.81245290237395	0.643703436731382	1.10363601935383	1.22395640533177	1.31004855135101	1.44360709812385
ACADM	0.090742028162939	0.086264448137732	0.286596675307081	0.31219031614875	0.35969474663265	0.381096177055229
ACADS	0.028785544460712	0.018098785212118	0.051566399650368	0.047695441744448	0.054247272316129	0.068903143338528
ACADSB	0.130384591174911	0.036104019449834	0.102433316618452	0.08466760341074	0.098100146130319	0.092905396100818
ACADVL	3.61021979164687	0.792979727707205	1.45871481347021	5.16423844969379	8.13571471146699	7.08752144812111
ACAT1	0.099800520938483	0.125114139993693	0.334940743640955	0.449303544131307	0.380816669662443	0.517139800124768
ACAT2	0.627791542830626	0.177252026261837	1.53023235734334	2.07369784805565	2.13680152139095	2.17438949969769
ACCN2	0.004748771793952	0.00735584968039	0.082201299753761	0.07777155768941	0.125515894182634	0.099723999060387
ACO1	0.019890156401044	0.014832561352475	0.05617220677544	0.092169922834132	0.103782320899609	0.118755360471753
ACO2	1.13962589824029	1.36104857671369	2.02345369937791	1.65677517846541	1.53986902310874	1.86815619004319
ACOX1	0.119566894709363	0.075202246778351	0.171865743433842	0.09792167542881	0.112221683670008	0.149482442566334
ACP1	0.174538534107263	0.174094199389012	0.143615664711568	0.134070199561278	0.155671889310339	0.131594240009987
ACP2	0.011702599429768	0.032463768463169	0.032111903563299	0.016094176025087	0.01153509954396	0.015876498359682
ACP5	1.5883380157849	0.161382703345193	0.386673723306974	1.15188596890442	2.58129370958483	2.7496713036856
ACTB	17.0766693034168	18.1407505594153	15.9497315066525	18.3536110271603	22.1754485263968	22.3016242497632
ACTC1	0.001135548430482	0.009211153100452	0.000985535486011	0.001013483236065	0.001044176756668	0.001023928000992
ACTG1	7.40671820743991	8.48894115454035	16.1446931493189	13.7432604709193	18.5826281256452	21.2760322419814
ACTG2	0.001465832178013	0.008411278736294	0.00353969325219	0.006122834849592	0.011880489036037	0.01337313678417
ACTN4	0.075006434527913	0.09534350269436	0.207480967566279	0.197143295529162	0.253961873530137	0.308570449575641
ACTL6A	0.456650907313434	0.915759256675759	1.25178171872659	1.22005776172052	1.0397730727725	1.19453068410494
ACTN1	2.03553539607318	0.797581876996315	0.654778879018094	0.83802872048595	0.939739997791534	0.987535277569176
ACVR1	0.062019944714765	0.038623616357011	0.086714940468062	0.075320049548616	0.059198590834359	0.072611063812077
ACVR1B	0.006435338879283	0.002873553199367	0.002184067318834	0.002648476901838	0.002029524191455	0.001370373419699
ACVR2B	0.048517467456579	0.020694432062503	0.025593789128727	0.017693970329591	0.024984082585227	0.015296621702574
ACY1	0.146089564235987	0.260033127057854	0.924822351185655	0.775854409960395	0.819302118871934	0.851295140406196
