source	t0	t1	t2	t3	t4	t5
A1BG	0.356355799177648	0.112524908697738	0.150289609857651	0.1889479146085	0.18610047481598	0.208450075223126
NAT1	0.023314351422668	0.061477663379947	0.099708106963282	0.120399051508746	0.109731696047385	0.120546346139042
AAMP	0.421955173582949	0.713749997916593	0.766837036281854	0.522828872277428	0.441663183864763	0.4738766013955
AANAT	0.002107621841814	0.001209185855011	0.001782742629273	0.003707552388687	0.007745660147011	0.004059110901778
AARS	0.076079818618819	0.294185001243328	0.414645410168883	0.606173877984665	0.34776536930658	0.306108060753227
ABAT	0.01013836379792	0.006334260045911	0.016456524680317	0.012601363487933	0.010695556754882	0.011415338003404
ABCA3	0.038270311941518	0.004078142018659	0.028685757345303	0.033074168746091	0.032693512785206	0.041643414283249
ABCB7	0.370836642621301	0.338815076573271	0.37840572751171	0.740775485894726	1.1130861861746	1.00517142756475
ABCF1	0.521540388890146	2.27416181960776	1.589572782175	0.92920285332619	0.766829394298881	0.75690881409763
ABL1	0.062727139291077	0.035227015366034	0.029660575250358	0.022585461796113	0.028762576730467	0.029742819640267
ABL2	0.016762685839095	0.028903706754511	0.011328057570579	0.010610741988014	0.005480573827088	0.007554547747189
ABR	0.102063960540414	0.019710443083711	0.095685495855013	0.088598220082773	0.108461803101722	0.119954112201587
ACAA1	1.45313430324646	0.510911757120863	1.09713240380051	1.14530084215505	1.20144361840959	1.49089152693875
ACADM	0.107110345704616	0.091297287452012	0.340822511723926	0.34368461035868	0.402707986485639	0.372872436323837
ACADS	0.028915401818439	0.004053681871173	0.045365340897637	0.042127952285333	0.045017186093037	0.064105884147125
ACADSB	0.126346482937141	0.020714079339122	0.118419514954793	0.081362321437226	0.098525491277483	0.092926771384122
ACADVL	3.48294890777461	0.748679273825629	1.23638468597703	4.32216367060259	7.62049705728552	7.5523879071983
ACAT1	0.088124636254708	0.135981704891538	0.345898372679857	0.411819178955846	0.350945138586338	0.416747728549239
ACAT2	0.455376365663696	0.209734028536907	1.53148071855663	1.80356619788214	1.86350664265445	2.16198952109815
ACCN2	0.027949558182063	0.020668988338358	0.11063556122596	0.077829638530347	0.164600780070243	0.152713582094764
ACO1	0.01690615656448	0.02214875754535	0.054753304290019	0.085348317617074	0.085549092929921	0.110258763959966
ACO2	1.13125872561452	1.25405725171644	1.90247621980973	1.64978533250701	1.52415814076309	1.63986012085617
ACOX1	0.183673699338049	0.087370466497827	0.173052960375146	0.071682719701462	0.091918637087027	0.143200849722957
ACP1	0.141970062921669	0.220961067299549	0.149444561465725	0.135334379680134	0.128745106100672	0.167176857453093
ACP2	0.009156120910419	0.02983057568758	0.026730244676433	0.013705885887369	0.011167348105965	0.013078237317313
ACP5	1.99875538044439	0.158025480906959	0.499261506644393	1.19915998702135	2.87956081410421	3.94983889416254
ACTB	15.6807413607481	18.6036715220057	16.9225928375945	18.9437057770411	21.1970082335509	21.6777200937265
ACTC1	0.001123067630943	0.001057374715944	0.000968972817054	0.001021380003981	0.001025302844651	0.001018134182948
ACTG1	6.92156397430717	8.36435218650993	13.6411291601753	12.9203049547945	15.2906660404364	20.1331326453224
ACTG2	0.003724048093186	0.001235647221468	0.001110161993517	0.003752841493065	0.011078873714754	0.010599928507426
ACTN4	0.074513575963004	0.08487624168963	0.179139506885407	0.20343015290486	0.265009535310634	0.348273028985771
ACTL6A	0.445127086458384	0.939604040421956	1.30318927447787	1.14293438721655	0.977563357740661	1.00940632210862
ACTN1	1.96328280139777	0.682726264171881	0.573647981778642	0.64020542745925	0.685271588356028	0.672054685162793
ACVR1	0.066122740522367	0.042192711975313	0.085298448072261	0.065088430025012	0.063084766132906	0.092935917232689
ACVR1B	0.001367014290322	0.011831772925397	0.003204547480573	0.002068025849888	0.001352429145763	0.001614915613128
ACVR2B	0.033964090827394	0.020640236280755	0.020355614439161	0.015246366244604	0.027012075700104	0.020013519684758
ACY1	0.139672481425053	0.2092397483412	0.84371954677618	0.72301736791979	0.653883413290494	0.77784667879101
ACYP1	0.77781562360206	0.12269376498999	0.845796483376528	0.891381505870979	1.43514460903034	1.59252668132504
ACYP2	0.162502929253714	0.094359313823036	0.112770368411228	0.107278524437399	0.098446871992292	0.08700424126756
ADA	2.54644758433183	0.348882899792692	0.725200867053446	1.18017765411718	1.16205487004249	1.42602162337431
ADAM8	3.75344967924485	0.818252114286437	0.7559085541608	3.19739395252533	5.65882052729021	4.29369927556286
ADAM10	0.06219281859038	0.022288012066388	0.036138851864004	0.055296380195549	0.060649589694609	0.064997754687681
ADAR	3.54226556081436	4.52834333871451	2.62103708650141	4.61207745317746	3.31658625115878	2.74399065117122
ADARB1	0.110058290226894	0.193695312035175	0.093495637141242	0.087635164333234	0.07257992110917	0.03894244868764
ADCY3	0.278226005823146	0.168479652174941	0.622440787131538	0.529265993388167	0.744677050093577	0.673870094762608
ADCY7	0.554279503774794	0.034418718596849	0.125477344434607	0.139860070063631	0.163569834318975	0.15603066677009
ADCY9	0.02588368974217	0.009241793777698	0.024764586796323	0.025561424145251	0.024158716369253	0.015952876048093
ADD1	0.191688040496444	0.070274799983129	0.119580453683956	0.110857724691652	0.101480968089621	0.141739779341689
ADD2	0.006918446228496	0.012464498235936	0.037410755732672	0.037963443446446	0.030417672903163	0.022247969620478
ADD3	4.95339525643808	0.396574173672595	0.329067239988205	0.703616621999946	1.05918272475203	1.13774381531352
PLIN2	0.177920472585751	0.064442239096412	0.146702690192355	0.672482529450448	0.941056311631413	0.748592926234846
ADH5	0.110724310470929	0.060952678260559	0.153720074445722	0.089003562478521	0.111673871699716	0.098845790980584
ADK	0.170444844591757	0.182154897536876	0.497512128129371	0.595046359392894	0.662410792709869	0.823968708148598
ADORA2A	0.026399382521357	0.022611783468959	0.047435958943652	0.023929558596078	0.023753460430983	0.011914864601656
PARP1	0.586786826651582	0.919759230760061	1.54194890741279	1.22444383405294	1.15227048142333	1.32986557146431
